210	1312
229	718
248	674
267	567
286	474
305	375
324	380
343	236
362	217
381	211
400	414
419	160
438	173
457	124
476	142
495	114
514	111
533	87
552	97
571	65
590	1295
609	57
628	61
647	43
666	1378
685	6318
704	45
723	43
742	127
761	32
780	27175
799	18
818	21
837	23
856	19
875	18
894	17478
913	14
932	31
951	20
970	15
989	8
1008	253
1027	8
1046	6
1065	6
1084	9
1103	9
1122	9
1141	5
1160	6
1179	5
1198	8
1217	7
1236	8
1255	4
1274	19
1293	4
1312	3
1331	3
1350	3
1369	1
1388	6
1407	4
1426	2
1445	6
1464	8
1483	3
1502	4
1521	3
1540	35
1559	2
1578	3
1597	4
1616	3
1635	1
1654	4
1673	4
1692	9
1711	3
1730	8
1749	4
1768	2
1787	1
1806	74
1825	5
1844	4
1863	2
1882	3
1901	3
1920	6
1939	2
1958	4
1977	2
1996	2
2015	2
2034	4
2072	57
2091	2
2110	1
2129	1
2148	5
2167	3
2186	2
2205	1
2224	3
2262	3
2300	1
2338	5
2357	1
2376	5
2395	2
2433	2
2490	2
2509	1
2528	1
2547	1
2585	1
2604	13
2642	4
2775	2
2813	1
2832	3
2870	2
2927	2
2946	1
3003	1
3022	1
3060	1
3098	1
3117	1
3136	1
3250	2
3269	1
3307	1
3402	1
3440	1
3516	4
3554	1
3630	1
3687	1
3706	1
3725	1
3763	1
3782	4
4010	1
4181	1
4219	1
4276	1
4314	1
4428	1
4447	1
4485	1
4523	1
4599	1
4656	1
4732	1
4827	1
4922	1
5036	1
5055	1
5112	2
5302	1
5340	1
5511	1
5568	1
5720	1
5777	1
5796	3
5948	1
6043	1
6366	1
6594	2
6670	1
6746	1
7050	2
7848	1
8190	1
8304	1
9577	1
12085	1
12465	1
15220	1
17538	1
20103	1
21034	1
21927	1
23390	1
24321	1
92037	1
2	10290572
21	112750
40	60885
59	15846
78	7723
97	3485
116	2848
135	11052
154	1981
173	160998
192	1515
211	820
230	841
249	657
268	521
287	446
306	392
325	343
344	285
363	248
382	211
401	164
420	273
439	125
458	120
477	126
496	114
515	161
534	107
553	70
572	87
591	61
610	4719
629	53
648	67
667	49
686	64
705	5372
724	32
743	17
762	21884
781	33
800	312
819	20
838	28
857	25
876	31401
895	15
914	17
933	17
952	42
971	16
990	30
1009	777
1028	11
1047	16
1066	7
1085	7
1104	12
1123	5
1142	8
1161	5
1180	6
1199	3
1218	8
1237	3
1256	6
1275	6
1294	5
1313	5
1332	5
1351	2
1370	7
1389	2
1408	7
1427	5
1446	5
1465	5
1484	36
1503	1
1522	1
1541	6
1560	6
1579	2
1598	2
1617	4
1636	3
1655	1
1674	2
1693	3
1712	5
1750	7
1769	1
1788	4
1826	4
1845	3
1864	3
1883	2
1902	4
1940	1
1959	2
1978	3
2016	20
2035	1
2054	1
2092	1
2111	2
2130	5
2168	1
2187	1
2206	3
2244	9
2263	1
2282	25
2339	1
2358	3
2396	3
2415	1
2453	1
2472	3
2510	1
2529	1
2548	107
2586	4
2605	1
2624	2
2681	1
2700	5
2738	1
2757	2
2795	1
2814	2
2833	2
2852	2
2871	1
2928	4
2947	1
2985	1
3042	1
3080	3
3156	4
3270	1
3327	1
3441	1
3479	1
3536	4
3631	1
3650	1
3783	1
3935	1
3954	1
4030	2
4182	1
4296	1
4315	1
4372	1
4410	1
4448	1
4524	1
4638	1
4657	2
4752	1
4809	1
5018	1
5037	3
5056	1
5170	1
5189	2
5265	1
5341	1
5436	1
5626	1
5664	1
5778	1
5816	1
6120	1
6405	1
6500	1
6519	1
6576	1
6652	1
7241	1
7602	1
7735	1
7849	1
8514	1
8552	1
8723	2
9027	1
9141	1
9844	1
10528	1
10680	1
15411	1
17273	1
21472	1
32112	1
34506	1
64089	1
82614	1
125022	1
3	49171908
22	119137
41	20510
60	19971
79	7345
98	5420
117	2896
136	19323
155	1589
174	151910
193	989
212	847
231	779
250	696
269	467
288	554
307	375
326	298
345	319
364	272
383	187
402	225
421	191
440	202
459	142
478	97
497	78
516	116
535	71
554	70
573	73
592	46
611	52
630	3736
649	42
668	45
687	41
706	34
725	10020
744	13304
763	28
782	37
801	25
820	195
839	25
858	27416
877	16
896	62
915	18
934	18
953	23
972	30
991	21
1010	1196
1029	16
1048	7
1067	5
1086	10
1105	10
1124	11
1143	6
1162	16
1181	4
1200	18
1219	2
1238	3
1257	5
1276	6
1295	4
1314	1
1333	1
1352	4
1371	6
1390	4
1409	5
1428	29
1447	4
1466	1
1485	6
1504	4
1523	2
1542	5
1561	4
1580	6
1599	3
1637	3
1656	5
1675	7
1694	10
1713	2
1732	4
1751	1
1770	3
1789	2
1808	1
1827	3
1846	1
1865	1
1884	3
1903	3
1922	1
1941	5
1960	14
1979	1
1998	4
2017	1
2036	2
2055	5
2074	2
2093	1
2112	1
2131	2
2150	2
2169	2
2207	3
2226	63
2245	1
2264	3
2302	1
2321	2
2340	4
2359	1
2378	3
2416	2
2435	1
2454	2
2492	2
2511	1
2530	3
2568	2
2587	4
2625	3
2644	2
2663	3
2682	1
2720	2
2739	3
2758	82
2777	1
2796	1
2815	2
2853	2
2872	1
2891	1
2910	4
2929	1
2986	1
3005	1
3024	1
3043	2
3062	2
3119	1
3157	1
3195	1
3233	1
3290	2
3309	1
3328	1
3404	1
3442	1
3480	1
3556	1
3632	1
3670	1
3689	3
3746	1
3784	1
3822	1
3860	1
3936	1
3974	2
3993	2
4050	1
4202	1
4240	1
4259	1
4297	1
4316	1
4392	1
4468	1
4544	1
4563	1
4582	1
4791	1
4905	1
4924	1
5038	1
5076	1
5133	1
5190	2
5380	1
5703	1
5798	1
5969	1
6045	2
6425	1
6634	1
6729	1
6748	1
6786	1
7394	1
7470	1
8002	1
8401	1
8990	1
9294	1
9465	1
9522	1
9940	1
10035	1
10168	1
10662	1
11080	1
12144	1
12277	1
13246	1
17122	1
18794	1
20903	1
62532	1
71253	1
75300	1
4	11692376
23	97007
42	32421
61	8012
80	10369
99	3877
118	3037
137	55209
156	1936
175	155375
194	1067
213	892
232	786
251	572
270	691
289	392
308	436
327	296
346	253
365	218
384	314
403	198
422	167
441	154
460	146
479	112
498	100
517	77
536	98
555	270
574	139
593	52
612	80
631	44
650	6205
669	196
688	37
707	39
726	13517
745	3570
764	29
783	32
802	31
821	30
840	27464
859	20
878	15
897	23
916	24
935	15
954	3906
973	12
992	17
1011	79
1030	15
1049	13
1068	17
1087	9
1106	48
1125	6
1144	18
1163	3
1182	5
1201	2
1220	8
1239	9
1258	3
1277	6
1296	11
1315	2
1334	3
1353	6
1372	19
1391	5
1410	1
1429	1
1448	4
1467	5
1486	1
1505	1
1524	2
1543	2
1562	6
1581	1
1600	4
1619	7
1638	32
1657	1
1676	2
1695	1
1714	3
1733	9
1752	2
1771	2
1790	3
1828	5
1847	1
1885	3
1904	1
1923	1
1942	3
1961	1
1980	3
1999	1
2037	5
2094	5
2113	3
2132	6
2151	4
2170	3
2189	1
2208	1
2227	2
2246	1
2265	3
2284	1
2303	1
2322	3
2341	2
2417	4
2436	26
2474	1
2493	3
2512	1
2550	2
2626	1
2645	1
2683	1
2702	1
2759	1
2778	1
2835	3
2873	1
2892	4
2911	1
2930	1
2949	1
3063	1
3082	1
3101	2
3120	5
3177	1
3215	1
3234	2
3272	1
3291	1
3329	1
3367	1
3424	1
3462	2
3652	1
3690	1
3728	1
3823	1
3994	1
4032	1
4108	1
4146	2
4184	1
4222	1
4298	1
4412	1
4431	1
4469	1
4488	1
4507	1
4754	2
4792	1
4849	1
5020	2
5077	1
5096	1
5172	2
5286	1
5305	2
5400	1
5590	2
5780	2
5818	1
5837	1
6141	1
6749	1
6863	1
6882	1
7129	2
7680	1
7756	1
7813	2
8801	1
9238	1
9447	1
9732	1
9884	1
10872	1
11252	1
11518	1
12012	3793
12905	1
15356	1
15850	1
17199	1
17655	1
18928	1
20790	1
105321	1
5	4945471
24	156166
43	19032
62	8953
81	5020
100	5677
119	2326
138	102063
157	1574
176	111136
195	1174
214	866
233	657
252	939
271	1227
290	458
309	547
328	337
347	279
366	277
385	206
404	205
423	177
442	180
461	126
480	189
499	88
518	110
537	90
556	70
575	1777
594	78
613	63
632	43
651	57
670	6655
689	39
708	4800
727	34
746	35
765	4672
784	50
803	304
822	20753
841	24
860	446
879	33
898	14
917	16
936	8128
955	23
974	13
993	15
1012	6
1031	8
1050	24
1069	2
1088	13
1107	12
1126	7
1145	7
1164	3
1183	6
1202	1
1221	8
1240	11
1259	3
1278	9
1297	7
1316	18
1335	4
1354	2
1373	3
1392	10
1411	2
1430	3
1449	2
1468	4
1487	3
1506	3
1525	1
1544	3
1563	3
1582	4
1601	5
1620	4
1658	1
1677	4
1696	4
1734	4
1753	4
1791	6
1810	4
1829	1
1848	9
1867	1
1886	4
1905	1
1924	3
1943	2
1962	3
1981	1
2000	10
2019	1
2057	1
2076	4
2095	2
2114	20
2133	3
2152	2
2171	3
2190	2
2209	1
2228	2
2247	3
2266	2
2304	4
2323	2
2342	2
2361	1
2380	28
2418	2
2437	1
2456	1
2475	1
2513	1
2532	1
2551	1
2570	2
2608	1
2627	1
2646	75
2684	1
2703	3
2760	4
2817	3
2836	1
2874	2
2950	2
2988	7
3045	2
3083	2
3121	1
3197	2
3330	5
3444	3
3463	1
3577	1
3596	1
3615	1
3653	1
3672	3
3691	1
3748	2
3862	6
3900	1
3976	1
3995	2
4014	1
4052	1
4128	1
4204	1
4223	2
4242	2
4299	1
4318	1
4375	1
4394	1
4432	1
4470	1
4508	1
4679	1
4698	1
4983	1
5002	1
5116	1
5192	1
5211	1
5382	4
5420	1
5496	2
5705	1
6123	2
6199	1
6541	1
6750	1
6864	3
7092	1
7168	1
7510	1
7757	1
8042	1
8118	1
8213	1
8251	1
8422	1
8631	1
9315	1
9752	1
9885	1
10322	1
11215	1
11405	1
12013	1
12165	1
12944	1
13020	1
13552	1
13590	1
15984	1
21608	1
21988	1
22539	1
28562	1
31545	1
34224	1
85353	1
100762	1
6	10662546
25	82543
44	26122
63	10018
82	5644
101	10511
120	4500
139	21947
158	1772
177	206524
196	1138
215	811
234	869
253	583
272	529
291	490
310	382
329	291
348	334
367	232
386	199
405	211
424	135
443	212
462	148
481	137
500	110
519	104
538	81
557	65
576	97
595	1083
614	43
633	69
652	64
671	45
690	9649
709	37
728	148
747	42
766	23
785	769
804	36569
823	17
842	20
861	29
880	23
899	29
918	16374
937	18
956	23
975	21
994	66
1013	10
1032	1097
1051	1
1070	11
1089	4
1108	9
1127	4
1146	4
1165	4
1184	5
1203	2
1222	8
1241	5
1260	21
1279	1
1298	7
1317	4
1336	4
1355	4
1374	4
1393	1
1412	6
1431	4
1450	2
1469	1
1488	8
1507	3
1526	31
1545	4
1564	3
1583	1
1602	7
1621	2
1640	3
1659	4
1678	2
1697	5
1716	4
1735	2
1773	3
1792	40
1811	5
1830	6
1849	1
1868	4
1887	2
1944	5
1963	4
1982	1
2001	5
2020	5
2039	1
2058	33
2077	2
2096	2
2134	5
2153	4
2172	5
2210	3
2229	1
2248	3
2267	2
2286	2
2324	9
2343	1
2362	1
2381	2
2400	5
2419	1
2438	2
2457	1
2476	2
2495	1
2514	1
2552	1
2571	1
2590	34
2609	1
2628	4
2685	1
2723	2
2761	1
2799	2
2818	1
2856	3
2875	1
2932	1
2951	1
3027	3
3122	2
3141	2
3198	4
3312	2
3350	1
3426	1
3445	1
3464	1
3483	1
3502	1
3540	4
3635	2
3654	1
3673	2
3711	1
3825	1
3844	2
3920	1
3958	1
3977	1
4072	2
4357	1
4490	1
4623	3
4699	1
4794	1
4984	1
5136	1
5193	1
5307	1
5440	1
5478	1
5516	1
5535	2
5592	1
5668	1
5896	1
6010	1
6637	1
6903	1
6960	1
7245	1
7644	1
7967	1
8100	2
8442	1
8480	1
8632	2
9297	1
9601	1
10437	1
10912	1
11178	1
12090	1
14180	2
14959	1
17961	2
18588	1
19747	1
21780	1
21875	1
22502	1
24744	1
24972	1
25713	1
26150	1
28487	1
32477	2
33085	1
37132	1
49368	1
54536	1
75531	1
90047	1
93125	1
93809	1
139485	1
236841	1
255195	1
764528	1
7	8923837
26	106189
45	23132
64	20927
83	4000
102	4674
121	2311
140	11456
159	1625
178	108468
197	987
216	1021
235	620
254	594
273	523
292	412
311	328
330	410
349	280
368	214
387	231
406	191
425	148
444	174
463	103
482	94
501	96
520	134
539	66
558	88
577	58
596	60
615	5756
634	57
653	58
672	1746
691	47
710	5313
729	26
748	37
767	32
786	20920
805	439
824	27
843	22
862	17
881	13
900	17615
919	13
938	28
957	22
976	23
995	16
1014	1476
1033	9
1052	6
1071	10
1090	11
1109	5
1128	8
1147	3
1166	4
1185	12
1204	30
1223	4
1242	7
1261	2
1280	10
1299	6
1318	2
1337	2
1356	4
1375	3
1394	4
1413	3
1432	4
1451	2
1470	50
1508	4
1527	5
1546	4
1565	3
1584	8
1603	6
1622	3
1641	7
1660	2
1679	7
1698	4
1717	6
1736	138
1755	5
1774	1
1793	3
1812	9
1831	3
1850	5
1869	1
1888	3
1907	1
1926	1
1945	1
1983	7
2002	27
2021	4
2040	5
2059	1
2097	4
2116	4
2135	2
2154	2
2192	4
2211	2
2268	12
2287	1
2306	1
2325	2
2344	1
2382	1
2420	3
2439	1
2458	1
2496	1
2515	5
2534	17
2591	4
2610	1
2629	1
2667	2
2724	1
2743	1
2762	1
2781	3
2800	2
2838	3
2895	1
2933	1
2952	1
2990	1
3047	2
3066	1
3104	1
3180	2
3199	1
3218	1
3237	1
3256	1
3370	1
3408	1
3427	1
3522	2
3579	1
3750	1
3807	1
3940	2
3978	1
4054	1
4263	1
4358	1
4453	2
4472	2
4700	1
4795	1
4814	1
4928	1
5080	3
5232	2
5384	1
5517	1
5612	1
5650	1
5688	1
5764	2
5840	1
5916	2
6144	1
6239	1
6448	1
6790	1
7056	1
7284	2
7455	2
8196	1
8880	1
10096	1
10989	1
12015	15037
13668	1
13972	2
14409	1
14580	1
15150	1
16195	1
17829	1
19463	1
26664	1
73062	1
109143	1
8	2166275
27	70248
46	24074
65	15332
84	6925
103	2901
122	2980
141	1984
160	2194
179	23571
198	1232
217	747
236	713
255	633
274	512
293	369
312	486
331	284
350	302
369	251
388	194
407	164
426	197
445	136
464	116
483	110
502	109
521	71
540	151
559	87
578	67
597	70
616	302
635	9682
654	1067
673	44
692	44
711	35
730	5824
749	34
768	16248
787	27
806	29
825	24
844	20
863	22
882	19279
901	19
920	24
939	13
958	11
977	15
996	17
1015	5
1034	8
1053	11
1072	10
1091	4
1110	9
1129	4
1148	20
1167	9
1186	6
1205	4
1224	15
1243	4
1262	3
1281	5
1300	7
1319	3
1338	6
1357	4
1376	3
1395	4
1414	129
1433	3
1452	11
1471	1
1490	4
1509	2
1528	3
1547	3
1566	3
1585	4
1604	5
1623	2
1642	3
1661	3
1680	41
1699	3
1718	3
1737	3
1756	1
1775	1
1794	2
1813	4
1832	1
1851	1
1870	6
1889	3
1908	3
1946	19
1965	5
2003	2
2022	5
2041	2
2060	2
2079	3
2117	2
2136	2
2155	5
2174	3
2193	2
2212	56
2250	2
2269	1
2307	3
2364	1
2402	1
2440	3
2478	17
2497	1
2535	3
2554	2
2573	1
2592	4
2630	1
2706	1
2744	3
2763	2
2801	1
2820	3
2839	1
2877	1
2896	1
2915	1
2934	2
2953	1
2972	1
2991	3
3010	1
3029	3
3048	2
3086	1
3105	1
3124	2
3200	1
3276	2
3390	1
3428	1
3447	3
3466	3
3485	1
3504	2
3599	3
3637	2
3675	1
3694	1
3770	1
3846	1
3884	1
3922	1
3979	2
4017	1
4169	1
4264	1
4302	3
4416	1
4511	1
4530	1
4587	2
4663	1
4796	2
4986	2
5176	1
5480	1
5860	1
5993	1
6126	1
6145	1
6164	2
6411	1
6810	2
7171	2
7266	1
7551	1
7760	1
7912	1
8064	1
8672	1
9432	1
9546	1
9755	1
9831	1
10496	1
10743	1
11636	1
12016	2
12928	1
13650	1
14144	1
14600	1
16310	1
17868	1
18590	1
19464	1
22542	1
33790	1
53360	1
68940	1
77642	1
89916	1
102893	1
138138	1
184973	1
263823	1
9	568827
28	90221
47	20826
66	10732
85	4292
104	4393
123	2410
142	1804
161	3058
180	166412
199	1011
218	844
237	739
256	629
275	481
294	507
313	336
332	297
351	309
370	285
389	176
408	205
427	132
446	130
465	201
484	284
503	101
522	132
541	67
560	2991
579	66
598	58
617	51
636	69
655	6154
674	47
693	59
712	36
731	28
750	18866
769	28
788	22
807	32
826	38
845	71
864	26290
883	13
902	10
921	18
940	22
959	11
978	1321
997	11
1016	12
1035	13
1054	3
1073	7
1092	41
1111	3
1130	13
1149	5
1168	4
1187	3
1206	9
1225	4
1244	4
1263	2
1282	3
1301	2
1320	13
1339	6
1358	11
1377	5
1396	7
1434	5
1472	5
1491	6
1510	3
1529	1
1548	2
1567	2
1586	4
1605	2
1624	13
1643	3
1662	5
1681	1
1700	9
1719	2
1738	3
1757	1
1776	7
1795	1
1814	2
1833	6
1852	4
1890	25
1909	4
1928	2
1947	6
1966	2
1985	3
2004	2
2042	4
2061	2
2080	3
2118	3
2137	4
2156	7
2175	2
2213	1
2232	4
2251	1
2270	5
2289	2
2308	1
2327	1
2346	3
2365	4
2384	1
2403	2
2422	32
2441	1
2460	1
2479	1
2517	2
2536	2
2555	1
2574	1
2593	1
2650	2
2688	8
2726	1
2745	1
2764	2
2821	1
2840	1
2859	1
2878	2
2916	1
2954	2
2973	1
3030	2
3049	1
3087	1
3182	1
3201	3
3220	1
3239	1
3258	1
3277	1
3372	1
3391	1
3410	1
3429	1
3448	3
3467	1
3543	1
3562	2
3600	3
3695	1
3752	1
3942	1
3961	1
3980	2
3999	1
4018	1
4037	1
4094	1
4170	1
4265	3
4360	1
4379	1
4493	1
4531	1
4550	2
4569	3
4683	1
4854	1
4930	2
4968	2
5025	1
5082	1
5139	1
5196	2
5253	2
5481	1
5500	1
5557	1
5671	1
6165	1
6260	1
6545	1
6640	1
6716	1
6849	1
6944	1
6963	1
7989	2
8274	2
8293	1
8464	1
8996	1
9585	1
9946	2
10269	2
10345	1
10440	1
12188	1
16425	2
23873	1
25450	1
27540	1
32860	1
90411	1
111976	1
10	823241
29	56580
48	33202
67	10477
86	4773
105	3443
124	2706
143	1734
162	4857
181	440646
200	1269
219	875
238	759
257	559
276	521
295	403
314	370
333	342
352	259
371	205
390	400
409	146
428	166
447	158
466	168
485	103
504	205
523	80
542	84
561	91
580	3964
599	67
618	75
637	53
656	48
675	8024
694	24
713	39
732	13391
751	30
770	5245
789	41
808	29
827	19
846	30080
865	21
884	21
903	19
922	24
941	18
960	4264
979	19
998	20
1017	18
1036	40
1055	1
1074	13
1093	7
1112	7
1131	12
1150	8
1169	3
1188	9
1207	12
1226	2
1245	4
1264	6
1283	4
1302	31
1321	6
1340	8
1359	2
1378	4
1397	4
1416	5
1435	3
1454	5
1473	3
1492	5
1511	2
1530	4
1549	8
1568	54
1587	7
1606	115
1625	6
1644	3
1663	1
1682	4
1701	4
1720	2
1739	3
1758	2
1796	3
1815	3
1834	22
1853	1
1872	4
1891	11
1910	3
1929	3
1948	1
1967	1
2005	1
2043	1
2081	5
2100	20
2119	2
2138	4
2157	3
2176	2
2195	2
2214	3
2252	3
2271	2
2290	1
2328	1
2366	7
2385	3
2404	2
2442	2
2480	6
2537	1
2556	2
2613	4
2632	5
2689	1
2708	2
2727	2
2765	1
2784	1
2822	1
2841	1
2898	5
2936	1
2955	3
3012	3
3088	1
3145	1
3183	1
3202	3
3240	1
3278	1
3297	2
3335	1
3373	1
3392	2
3411	1
3449	3
3468	1
3506	1
3525	2
3563	1
3601	2
3696	1
3753	1
3772	2
3791	1
4095	1
4133	1
4304	2
4323	1
4342	1
4361	1
4380	4
4399	1
4475	1
4494	2
4646	2
4684	1
4722	2
4836	1
4912	1
4950	3
4988	1
5140	1
5178	1
5216	1
5501	1
5520	2
5615	1
5653	2
5957	1
5995	2
6356	1
6375	1
6603	1
6660	3
6888	2
7078	1
7306	1
7686	1
7781	1
7914	1
8066	1
8085	1
8446	1
8712	2
8731	1
9700	2
9985	2
10080	1
10650	1
10783	2
11961	1
12018	15309
13044	1
14222	1
17509	1
19523	1
22544	1
24596	1
26420	1
44812	1
63831	1
263141	1
11	331132
30	138070
49	20324
68	9096
87	4263
106	3560
125	2306
144	2553
163	5632
182	282056
201	1106
220	876
239	638
258	727
277	507
296	384
315	405
334	300
353	255
372	303
391	189
410	192
429	153
448	187
467	122
486	117
505	72
524	95
543	89
562	74
581	73
600	2425
619	55
638	48
657	46
676	44
695	9148
714	8024
733	27
752	21
771	34
790	387
809	14
828	30732
847	17
866	22
885	23
904	23
923	23
942	9785
961	15
980	115
999	23
1018	8
1037	7
1056	11
1075	6
1094	8
1113	3
1132	6
1151	6
1170	13
1189	4
1208	5
1227	7
1246	33
1265	2
1284	11
1303	1
1322	2
1341	10
1360	6
1379	4
1398	10
1417	12
1436	2
1455	7
1474	6
1493	4
1512	39
1531	1
1550	5
1569	5
1588	4
1607	4
1626	5
1645	4
1664	7
1683	3
1702	6
1721	4
1740	7
1759	3
1778	28
1797	5
1816	1
1835	4
1854	1
1873	3
1892	5
1911	2
1930	2
1949	2
1968	1
1987	4
2006	1
2025	5
2044	29
2063	3
2082	3
2101	3
2120	2
2139	3
2158	2
2196	1
2253	1
2272	2
2310	8
2348	1
2367	1
2405	2
2424	1
2443	1
2481	1
2500	4
2519	2
2538	1
2557	1
2576	12
2595	1
2614	2
2633	2
2671	1
2690	2
2728	2
2766	1
2785	2
2823	1
2842	3
2880	2
2956	1
2975	2
2994	1
3089	1
3260	1
3279	2
3336	2
3393	1
3412	1
3450	1
3488	1
3507	1
3526	1
3621	2
3735	1
3906	5
3963	1
4020	1
4210	1
4248	1
4305	1
4400	1
4514	1
4685	1
4894	1
4951	1
5008	1
5084	1
5160	1
5255	1
5331	1
5673	1
5768	3
6053	1
6984	1
7174	1
7193	1
7459	1
7668	1
8352	1
8789	1
9169	1
9492	1
9625	2
9910	1
10518	2
11411	1
11886	1
12019	1
12171	1
15838	1
16902	1
18042	1
18270	1
18840	1
19372	1
20436	1
21272	1
28188	1
33850	1
43521	1
45820	1
51653	1
60165	1
74700	1
75213	1
128052	1
248626	1
323828	1
589809	1
12	381972
31	47852
50	29329
69	6072
88	6690
107	2750
126	2731
145	1732
164	12938
183	60975
202	983
221	766
240	1046
259	538
278	465
297	444
316	360
335	259
354	292
373	240
392	200
411	216
430	166
449	119
468	168
487	101
506	88
525	89
544	68
563	55
582	76
601	55
620	6125
639	52
658	114
677	31
696	6679
715	5855
734	34
753	52
772	28
791	20
810	29904
829	19
848	24
867	29
886	17
905	11
924	8733
943	16
962	16
981	28
1000	16
1019	7
1038	8
1057	2
1076	2
1095	8
1114	5
1133	1
1152	16
1171	4
1190	57
1209	13
1228	4
1247	5
1266	6
1285	4
1304	6
1323	7
1342	5
1361	2
1380	7
1399	1
1418	2
1437	6
1456	15
1475	3
1494	7
1513	2
1532	4
1551	2
1570	10
1589	5
1608	3
1627	5
1646	2
1665	7
1684	6
1703	4
1722	22
1741	4
1760	7
1779	3
1798	1
1817	2
1836	5
1855	1
1874	3
1893	2
1912	2
1950	3
1969	2
1988	11
2007	2
2045	2
2064	2
2083	1
2102	1
2121	3
2140	6
2159	2
2178	1
2197	1
2216	1
2254	28
2292	1
2330	3
2349	1
2368	2
2387	2
2406	1
2444	2
2463	1
2520	26
2558	4
2596	1
2672	1
2748	3
2805	2
2900	1
2919	1
2957	2
2995	1
3014	2
3052	3
3090	1
3204	1
3280	3
3299	1
3318	1
3337	2
3470	1
3508	1
3527	1
3565	1
3584	2
3660	2
3698	1
3736	1
3774	1
3888	1
3945	2
4040	2
4154	2
4287	1
4363	1
4667	2
4724	1
4743	1
4800	1
4857	1
4895	1
4933	1
4971	2
5028	1
5047	1
5066	1
5085	1
5294	1
5484	1
5636	1
6035	1
6168	2
6529	1
6586	1
6852	2
6890	1
7555	1
7612	1
7726	2
7840	1
8220	2
8372	1
8410	1
9208	1
10880	1
11165	1
11260	1
12020	1
13958	1
15250	1
15820	1
16618	1
17910	1
19373	1
19734	1
25358	1
35010	1
42534	1
42933	1
48804	1
67006	1
83631	1
13	363834
32	67086
51	18002
70	11402
89	3904
108	4165
127	2187
146	1847
165	85442
184	3020
203	897
222	891
241	593
260	680
279	509
298	403
317	334
336	373
355	251
374	229
393	217
412	295
431	136
450	177
469	117
488	107
507	113
526	80
545	576
564	110
583	53
602	71
621	58
640	7837
659	34
678	6777
697	45
716	24
735	4771
754	41
773	28
792	28513
811	20
830	29
849	34
868	52
887	19
906	13240
925	15
944	17
963	22
982	12
1001	17
1020	1266
1039	5
1058	9
1077	12
1096	11
1115	4
1134	16
1153	3
1172	7
1191	6
1210	7
1229	2
1248	10
1267	7
1286	8
1305	7
1324	2
1343	2
1362	6
1381	2
1400	117
1419	4
1438	3
1457	3
1476	10
1495	8
1514	2
1533	3
1552	5
1571	2
1590	7
1628	3
1647	3
1666	23
1685	2
1704	3
1723	1
1742	3
1761	3
1780	2
1799	2
1818	9
1837	3
1856	1
1875	3
1894	3
1913	5
1932	30
1951	1
1989	2
2008	1
2027	2
2046	2
2065	1
2084	2
2103	2
2122	5
2141	2
2160	4
2179	3
2198	4
2217	2
2236	5
2274	3
2293	1
2312	1
2350	1
2388	2
2407	2
2445	2
2464	17
2483	2
2540	2
2578	2
2616	4
2635	1
2692	3
2730	16
2749	2
2768	1
2825	1
2939	1
2996	2
3015	3
3053	1
3129	1
3186	2
3224	3
3300	1
3414	1
3490	2
3528	1
3718	1
3775	1
